Sale ID,Date,Shop,Product,Quantity,Unit price
S000001067,2021-01-18,shop_27,TSH_30,1.0,22.0
S000001068,2021-01-17,shop_28,TSH_31,2.0,24.0
S000001069,2021-01-16,shop_29,TSH_32,1.0,24.0
S000001070,2021-01-15,shop_30,HOO_33,3.0,45.0
S000001071,2021-01-14,shop_31,HOO_34,1.0,48.0
S000001072,2021-01-13,shop_32,HOO_35,2.0,49.0
S000001073,2021-01-12,shop_33,SHO_36,2.0,60.0
S000001074,2021-01-11,shop_34,SHO_37,1.0,60.0
S000001075,2021-01-10,shop_35,SHO_38,1.0,60.0
S000001076,2021-01-09,shop_36,SHO_39,1.0,60.0
S000001077,2021-01-08,shop_37,SHO_40,4.0,60.0
S000001078,2021-01-07,shop_38,SHO_41,1.0,60.0
S000001079,2021-01-06,shop_39,TAB_42,1.0,210.0
S000001080,2021-02-04,shop_0,TAB_43,1.0,300.0
S000001081,2021-02-03,shop_1,CHA_44,2.0,60.0
S000001082,2021-02-02,shop_2,BED_45,1.0,150.0
S000001083,2021-02-01,shop_3,BED_46,3.0,300.0
S000001084,2021-01-31,shop_4,BED_47,1.0,395.0
S000001085,2021-01-30,shop_5,BED_48,2.0,440.0
S000001086,2021-01-29,shop_6,TSH_49,2.0,20.0
S000001087,2021-01-28,shop_7,TSH_50,1.0,20.0
S000001088,2021-01-27,shop_8,TSH_51,1.0,22.0
S000001089,2021-01-26,shop_9,TSH_52,1.0,24.0
S000001090,2021-01-25,shop_10,TSH_53,4.0,24.0
S000001091,2021-01-24,shop_11,HOO_54,1.0,45.0
S000001092,2021-01-23,shop_12,HOO_55,1.0,48.0
S000001093,2021-01-22,shop_13,HOO_56,1.0,49.0
S000001094,2021-01-21,shop_14,SHO_57,2.0,60.0
S000001095,2021-01-20,shop_15,SHO_58,1.0,60.0
S000001096,2021-01-19,shop_16,SHO_59,3.0,60.0
S000001097,2021-01-18,shop_17,SHO_60,1.0,60.0
S000001098,2021-01-17,shop_18,TAB_0,2.0,210.0
S000001099,2021-01-16,shop_19,TAB_1,2.0,300.0
S000001100,2021-01-15,shop_20,CHA_2,1.0,60.0
S000001101,2021-01-14,shop_21,BED_3,1.0,150.0
S000001102,2021-01-13,shop_22,BED_4,1.0,300.0
S000001103,2021-01-12,shop_23,BED_5,4.0,395.0
S000001104,2021-01-11,shop_24,BED_6,1.0,440.0
S000001105,2021-01-10,shop_25,TSH_7,1.0,20.0
S000001106,2021-01-09,shop_26,TSH_8,1.0,20.0
S000001107,2021-01-08,shop_27,TSH_9,2.0,22.0
S000001108,2021-01-07,shop_28,TSH_10,1.0,24.0
S000001109,2021-01-06,shop_29,TSH_11,3.0,24.0
S000001110,2021-02-04,shop_30,HOO_12,1.0,45.0
S000001111,2021-02-03,shop_31,HOO_13,2.0,48.0
S000001112,2021-02-02,shop_32,HOO_14,2.0,49.0
S000001113,2021-02-01,shop_33,SHO_15,1.0,60.0
S000001114,2021-01-31,shop_34,SHO_16,1.0,60.0
S000001115,2021-01-30,shop_35,SHO_17,1.0,60.0
S000001116,2021-01-29,shop_36,SHO_18,4.0,60.0
S000001117,2021-01-28,shop_37,SHO_19,1.0,60.0
S000001118,2021-01-27,shop_38,SHO_20,1.0,60.0
S000001119,2021-01-26,shop_39,TAB_21,1.0,210.0
S000001120,2021-01-25,shop_0,TAB_22,2.0,300.0
S000001121,2021-01-24,shop_1,CHA_23,1.0,60.0
S000001122,2021-01-23,shop_2,BED_24,3.0,150.0
S000001123,2021-01-22,shop_3,BED_25,1.0,300.0
S000001124,2021-01-21,shop_4,BED_26,2.0,395.0
S000001125,2021-01-20,shop_5,BED_27,2.0,440.0
S000001126,2021-01-19,shop_6,TSH_28,1.0,20.0
S000001127,2021-01-18,shop_7,TSH_29,1.0,20.0
S000001128,2021-01-17,shop_8,TSH_30,1.0,22.0
S000001129,2021-01-16,shop_9,TSH_31,4.0,24.0
S000001130,2021-01-15,shop_10,TSH_32,1.0,24.0
S000001131,2021-01-14,shop_11,HOO_33,1.0,45.0
S000001132,2021-01-13,shop_12,HOO_34,1.0,48.0
S000001133,2021-01-12,shop_13,HOO_35,2.0,49.0
S000001134,2021-01-11,shop_14,SHO_36,1.0,60.0
S000001135,2021-01-10,shop_15,SHO_37,3.0,60.0
S000001136,2021-01-09,shop_16,SHO_38,1.0,60.0
S000001137,2021-01-08,shop_17,SHO_39,2.0,60.0
S000001138,2021-01-07,shop_18,SHO_40,2.0,60.0
S000001139,2021-01-06,shop_19,SHO_41,1.0,60.0
S000001140,2021-02-04,shop_20,TAB_42,1.0,210.0
S000001141,2021-02-03,shop_21,TAB_43,1.0,300.0
S000001142,2021-02-02,shop_22,CHA_44,4.0,60.0
S000001143,2021-02-01,shop_23,BED_45,1.0,150.0
S000001144,2021-01-31,shop_24,BED_46,1.0,300.0
S000001145,2021-01-30,shop_25,BED_47,1.0,395.0
S000001146,2021-01-29,shop_26,BED_48,2.0,440.0
S000001147,2021-01-28,shop_27,TSH_49,1.0,20.0
S000001148,2021-01-27,shop_28,TSH_50,3.0,20.0
S000001149,2021-01-26,shop_29,TSH_51,1.0,22.0
S000001150,2021-01-25,shop_30,TSH_52,2.0,24.0
S000001151,2021-01-24,shop_31,TSH_53,2.0,24.0
S000001152,2021-01-23,shop_32,HOO_54,1.0,45.0
S000001153,2021-01-22,shop_33,HOO_55,1.0,48.0
S000001154,2021-01-21,shop_34,HOO_56,1.0,49.0
S000001155,2021-01-20,shop_35,SHO_57,4.0,60.0
S000001156,2021-01-19,shop_36,SHO_58,1.0,60.0
S000001157,2021-01-18,shop_37,SHO_59,1.0,60.0
S000001158,2021-01-17,shop_38,SHO_60,1.0,60.0
S000001159,2021-01-16,shop_39,TAB_0,2.0,210.0
S000001160,2021-01-15,shop_0,TAB_1,1.0,300.0
S000001161,2021-01-14,shop_1,CHA_2,3.0,60.0
S000001162,2021-01-13,shop_2,BED_3,1.0,150.0
S000001163,2021-01-12,shop_3,BED_4,2.0,300.0
S000001164,2021-01-11,shop_4,BED_5,2.0,395.0
S000001165,2021-01-10,shop_5,BED_6,1.0,440.0
S000001166,2021-01-09,shop_6,TSH_7,1.0,20.0
S000001167,2021-01-08,shop_7,TSH_8,1.0,20.0
S000001168,2021-01-07,shop_8,TSH_9,4.0,22.0
S000001169,2021-01-06,shop_9,TSH_10,1.0,24.0
S000001170,2021-02-04,shop_10,TSH_11,1.0,24.0
S000001171,2021-02-03,shop_11,HOO_12,1.0,45.0
S000001172,2021-02-02,shop_12,HOO_13,2.0,48.0
S000001173,2021-02-01,shop_13,HOO_14,1.0,49.0
S000001174,2021-01-31,shop_14,SHO_15,3.0,60.0
S000001175,2021-01-30,shop_15,SHO_16,1.0,60.0
S000001176,2021-01-29,shop_16,SHO_17,2.0,60.0
S000001177,2021-01-28,shop_17,SHO_18,2.0,60.0
S000001178,2021-01-27,shop_18,SHO_19,1.0,60.0
S000001179,2021-01-26,shop_19,SHO_20,1.0,60.0
S000001180,2021-01-25,shop_20,TAB_21,1.0,210.0
S000001181,2021-01-24,shop_21,TAB_22,4.0,300.0
S000001182,2021-01-23,shop_22,CHA_23,1.0,60.0
S000001183,2021-01-22,shop_23,BED_24,1.0,150.0
S000001184,2021-01-21,shop_24,BED_25,1.0,300.0
S000001185,2021-01-20,shop_25,BED_26,2.0,395.0
S000001186,2021-01-19,shop_26,BED_27,1.0,440.0
S000001187,2021-01-18,shop_27,TSH_28,3.0,20.0
S000001188,2021-01-17,shop_28,TSH_29,1.0,20.0
S000001189,2021-01-16,shop_29,TSH_30,2.0,22.0
S000001190,2021-01-15,shop_30,TSH_31,2.0,24.0
S000001191,2021-01-14,shop_31,TSH_32,1.0,24.0
S000001192,2021-01-13,shop_32,HOO_33,1.0,45.0
S000001193,2021-01-12,shop_33,HOO_34,1.0,48.0
S000001194,2021-01-11,shop_34,HOO_35,4.0,49.0
S000001195,2021-01-10,shop_35,SHO_36,1.0,60.0
S000001196,2021-01-09,shop_36,SHO_37,1.0,60.0
S000001197,2021-01-08,shop_37,SHO_38,1.0,60.0
S000001198,2021-01-07,shop_38,SHO_39,2.0,60.0
S000001199,2021-01-06,shop_39,SHO_40,1.0,60.0
S000001200,2021-02-04,shop_0,SHO_41,3.0,60.0
S000001201,2021-02-03,shop_1,TAB_42,1.0,210.0
S000001202,2021-02-02,shop_2,TAB_43,2.0,300.0
S000001203,2021-02-01,shop_3,CHA_44,2.0,60.0
S000001204,2021-01-31,shop_4,BED_45,1.0,150.0
S000001205,2021-01-30,shop_5,BED_46,1.0,300.0
S000001206,2021-01-29,shop_6,BED_47,1.0,395.0
S000001207,2021-01-28,shop_7,BED_48,4.0,440.0
S000001208,2021-01-27,shop_8,TSH_49,1.0,20.0
S000001209,2021-01-26,shop_9,TSH_50,1.0,20.0
S000001210,2021-01-25,shop_10,TSH_51,1.0,22.0
S000001211,2021-01-24,shop_11,TSH_52,2.0,24.0
S000001212,2021-01-23,shop_12,TSH_53,1.0,24.0
S000001213,2021-01-22,shop_13,HOO_54,3.0,45.0
S000001214,2021-01-21,shop_14,HOO_55,1.0,48.0
S000001215,2021-01-20,shop_15,HOO_56,2.0,49.0
S000001216,2021-01-19,shop_16,SHO_57,2.0,60.0
S000001217,2021-01-18,shop_17,SHO_58,1.0,60.0
S000001218,2021-01-17,shop_18,SHO_59,1.0,60.0
S000001219,2021-01-16,shop_19,SHO_60,1.0,60.0
S000001220,2021-01-15,shop_20,TAB_0,4.0,210.0
S000001221,2021-01-14,shop_21,TAB_1,1.0,300.0
S000001222,2021-01-13,shop_22,CHA_2,1.0,60.0
S000001223,2021-01-12,shop_23,BED_3,1.0,150.0
S000001224,2021-01-11,shop_24,BED_4,2.0,300.0
S000001225,2021-01-10,shop_25,BED_5,1.0,395.0
S000001226,2021-01-09,shop_26,BED_6,3.0,440.0
S000001227,2021-01-08,shop_27,TSH_7,1.0,20.0
S000001228,2021-01-07,shop_28,TSH_8,2.0,20.0
S000001229,2021-01-06,shop_29,TSH_9,2.0,22.0
S000001230,2021-02-04,shop_30,TSH_10,1.0,24.0
S000001231,2021-02-03,shop_31,TSH_11,1.0,24.0
S000001232,2021-02-02,shop_32,HOO_12,1.0,45.0
S000001233,2021-02-01,shop_33,HOO_13,4.0,48.0
S000001234,2021-01-31,shop_34,HOO_14,1.0,49.0
S000001235,2021-01-30,shop_35,SHO_15,1.0,60.0
S000001236,2021-01-29,shop_36,SHO_16,1.0,60.0
S000001237,2021-01-28,shop_37,SHO_17,2.0,60.0
S000001238,2021-01-27,shop_38,SHO_18,1.0,60.0
S000001239,2021-01-26,shop_39,SHO_19,3.0,60.0
S000001240,2021-01-25,shop_0,SHO_20,1.0,60.0
S000001241,2021-01-24,shop_1,TAB_21,2.0,210.0
S000001242,2021-01-23,shop_2,TAB_22,2.0,300.0
S000001243,2021-01-22,shop_3,CHA_23,1.0,60.0
S000001244,2021-01-21,shop_4,BED_24,1.0,150.0
S000001245,2021-01-20,shop_5,BED_25,1.0,300.0
S000001246,2021-01-19,shop_6,BED_26,4.0,395.0
S000001247,2021-01-18,shop_7,BED_27,1.0,440.0
S000001248,2021-01-17,shop_8,TSH_28,1.0,20.0
S000001249,2021-01-16,shop_9,TSH_29,1.0,20.0
S000001250,2021-01-15,shop_10,TSH_30,2.0,22.0
S000001251,2021-01-14,shop_11,TSH_31,1.0,24.0
S000001252,2021-01-13,shop_12,TSH_32,3.0,24.0
S000001253,2021-01-12,shop_13,HOO_33,1.0,45.0
S000001254,2021-01-11,shop_14,HOO_34,2.0,48.0
S000001255,2021-01-10,shop_15,HOO_35,2.0,49.0
S000001256,2021-01-09,shop_16,SHO_36,1.0,60.0
S000001257,2021-01-08,shop_17,SHO_37,1.0,60.0
S000001258,2021-01-07,shop_18,SHO_38,1.0,60.0
S000001259,2021-01-06,shop_19,SHO_39,4.0,60.0
S000001260,2021-02-04,shop_20,SHO_40,1.0,60.0
S000001261,2021-02-03,shop_21,SHO_41,1.0,60.0
S000001262,2021-02-02,shop_22,TAB_42,1.0,210.0
S000001263,2021-02-01,shop_23,TAB_43,2.0,300.0
S000001264,2021-01-31,shop_24,CHA_44,1.0,60.0
S000001265,2021-01-30,shop_25,BED_45,3.0,150.0
S000001266,2021-01-29,shop_26,BED_46,1.0,300.0
S000001267,2021-01-28,shop_27,BED_47,2.0,395.0
S000001268,2021-01-27,shop_28,BED_48,2.0,440.0
S000001269,2021-01-26,shop_29,TSH_49,1.0,20.0
S000001270,2021-01-25,shop_30,TSH_50,1.0,20.0
S000001271,2021-01-24,shop_31,TSH_51,1.0,22.0
S000001272,2021-01-23,shop_32,TSH_52,4.0,24.0
S000001273,2021-01-22,shop_33,TSH_53,1.0,24.0
S000001274,2021-01-21,shop_34,HOO_54,1.0,45.0
S000001275,2021-01-20,shop_35,HOO_55,1.0,48.0
S000001276,2021-01-19,shop_36,HOO_56,2.0,49.0
S000001277,2021-01-18,shop_37,SHO_57,1.0,60.0
S000001278,2021-01-17,shop_38,SHO_58,3.0,60.0
S000001279,2021-01-16,shop_39,SHO_59,1.0,60.0
S000001280,2021-01-15,shop_0,SHO_60,2.0,60.0
S000001281,2021-01-14,shop_1,TAB_0,2.0,210.0
S000001282,2021-01-13,shop_2,TAB_1,1.0,300.0
S000001283,2021-01-12,shop_3,CHA_2,1.0,60.0
S000001284,2021-01-11,shop_4,BED_3,1.0,150.0
S000001285,2021-01-10,shop_5,BED_4,4.0,300.0
S000001286,2021-01-09,shop_6,BED_5,1.0,395.0
S000001287,2021-01-08,shop_7,BED_6,1.0,440.0
S000001288,2021-01-07,shop_8,TSH_7,1.0,20.0
S000001289,2021-01-06,shop_9,TSH_8,2.0,20.0
S000001290,2021-02-04,shop_10,TSH_9,1.0,22.0
S000001291,2021-02-03,shop_11,TSH_10,3.0,24.0
S000001292,2021-02-02,shop_12,TSH_11,1.0,24.0
S000001293,2021-02-01,shop_13,HOO_12,2.0,45.0
S000001294,2021-01-31,shop_14,HOO_13,2.0,48.0
S000001295,2021-01-30,shop_15,HOO_14,1.0,49.0
S000001296,2021-01-29,shop_16,SHO_15,1.0,60.0
S000001297,2021-01-28,shop_17,SHO_16,1.0,60.0
S000001298,2021-01-27,shop_18,SHO_17,4.0,60.0
S000001299,2021-01-26,shop_19,SHO_18,1.0,60.0
S000001300,2021-01-25,shop_20,SHO_19,1.0,60.0
S000001301,2021-01-24,shop_21,SHO_20,1.0,60.0
S000001302,2021-01-23,shop_22,TAB_21,2.0,210.0
S000001303,2021-01-22,shop_23,TAB_22,1.0,300.0
S000001304,2021-01-21,shop_24,CHA_23,3.0,60.0
S000001305,2021-01-20,shop_25,BED_24,1.0,150.0
S000001306,2021-01-19,shop_26,BED_25,2.0,300.0
S000001307,2021-01-18,shop_27,BED_26,2.0,395.0
S000001308,2021-01-17,shop_28,BED_27,1.0,440.0
S000001309,2021-01-16,shop_29,TSH_28,1.0,20.0
S000001310,2021-01-15,shop_30,TSH_29,1.0,20.0
S000001311,2021-01-14,shop_31,TSH_30,4.0,22.0
S000001312,2021-01-13,shop_32,TSH_31,1.0,24.0
S000001313,2021-01-12,shop_33,TSH_32,1.0,24.0
S000001314,2021-01-11,shop_34,HOO_33,1.0,45.0
S000001315,2021-01-10,shop_35,HOO_34,2.0,48.0
S000001316,2021-01-09,shop_36,HOO_35,1.0,49.0
S000001317,2021-01-08,shop_37,SHO_36,3.0,60.0
S000001318,2021-01-07,shop_38,SHO_37,1.0,60.0
S000001319,2021-01-06,shop_39,SHO_38,2.0,60.0
S000001320,2021-02-04,shop_0,SHO_39,2.0,60.0
S000001321,2021-02-03,shop_1,SHO_40,1.0,60.0
S000001322,2021-02-02,shop_2,SHO_41,1.0,60.0
S000001323,2021-02-01,shop_3,TAB_42,1.0,210.0
S000001324,2021-01-31,shop_4,TAB_43,4.0,300.0
S000001325,2021-01-30,shop_5,CHA_44,1.0,60.0
S000001326,2021-01-29,shop_6,BED_45,1.0,150.0
S000001327,2021-01-28,shop_7,BED_46,1.0,300.0
S000001328,2021-01-27,shop_8,BED_47,2.0,395.0
S000001329,2021-01-26,shop_9,BED_48,1.0,440.0
S000001330,2021-01-25,shop_10,TSH_49,3.0,20.0
S000001331,2021-01-24,shop_11,TSH_50,1.0,20.0
S000001332,2021-01-23,shop_12,TSH_51,2.0,22.0
S000001333,2021-01-22,shop_13,TSH_52,2.0,24.0
S000001334,2021-01-21,shop_14,TSH_53,1.0,24.0
S000001335,2021-01-20,shop_15,HOO_54,1.0,45.0
S000001336,2021-01-19,shop_16,HOO_55,1.0,48.0
S000001337,2021-01-18,shop_17,HOO_56,4.0,49.0
S000001338,2021-01-17,shop_18,SHO_57,1.0,60.0
S000001339,2021-01-16,shop_19,SHO_58,1.0,60.0
S000001340,2021-01-15,shop_20,SHO_59,1.0,60.0
S000001341,2021-01-14,shop_21,SHO_60,2.0,60.0
S000001342,2021-01-13,shop_22,TAB_0,1.0,210.0
S000001343,2021-01-12,shop_23,TAB_1,3.0,300.0
S000001344,2021-01-11,shop_24,CHA_2,1.0,60.0
S000001345,2021-01-10,shop_25,BED_3,2.0,150.0
S000001346,2021-01-09,shop_26,BED_4,2.0,300.0
S000001347,2021-01-08,shop_27,BED_5,1.0,395.0
S000001348,2021-01-07,shop_28,BED_6,1.0,440.0
S000001349,2021-01-06,shop_29,TSH_7,1.0,20.0
S000001350,2021-02-04,shop_30,TSH_8,4.0,20.0
S000001351,2021-02-03,shop_31,TSH_9,1.0,22.0
S000001352,2021-02-02,shop_32,TSH_10,1.0,24.0
S000001353,2021-02-01,shop_33,TSH_11,1.0,24.0
S000001354,2021-01-31,shop_34,HOO_12,2.0,45.0
S000001355,2021-01-30,shop_35,HOO_13,1.0,48.0
S000001356,2021-01-29,shop_36,HOO_14,3.0,49.0
S000001357,2021-01-28,shop_37,SHO_15,1.0,60.0
S000001358,2021-01-27,shop_38,SHO_16,2.0,60.0
S000001359,2021-01-26,shop_39,SHO_17,2.0,60.0
S000001360,2021-01-25,shop_0,SHO_18,1.0,60.0
S000001361,2021-01-24,shop_1,SHO_19,1.0,60.0
S000001362,2021-01-23,shop_2,SHO_20,1.0,60.0
S000001363,2021-01-22,shop_3,TAB_21,4.0,210.0
S000001364,2021-01-21,shop_4,TAB_22,1.0,300.0
S000001365,2021-01-20,shop_5,CHA_23,1.0,60.0
S000001366,2021-01-19,shop_6,BED_24,1.0,150.0
S000001367,2021-01-18,shop_7,BED_25,2.0,300.0
S000001368,2021-01-17,shop_8,BED_26,1.0,395.0
S000001369,2021-01-16,shop_9,BED_27,3.0,440.0
S000001370,2021-01-15,shop_10,TSH_28,1.0,20.0
S000001371,2021-01-14,shop_11,TSH_29,2.0,20.0
S000001372,2021-01-13,shop_12,TSH_30,2.0,22.0
S000001373,2021-01-12,shop_13,TSH_31,1.0,24.0
S000001374,2021-01-11,shop_14,TSH_32,1.0,24.0
S000001375,2021-01-10,shop_15,HOO_33,1.0,45.0
S000001376,2021-01-09,shop_16,HOO_34,4.0,48.0
S000001377,2021-01-08,shop_17,HOO_35,1.0,49.0
S000001378,2021-01-07,shop_18,SHO_36,1.0,60.0
S000001379,2021-01-06,shop_19,SHO_37,1.0,60.0
S000001380,2021-02-04,shop_20,SHO_38,2.0,60.0
S000001381,2021-02-03,shop_21,SHO_39,1.0,60.0
S000001382,2021-02-02,shop_22,SHO_40,3.0,60.0
S000001383,2021-02-01,shop_23,SHO_41,1.0,60.0
S000001384,2021-01-31,shop_24,TAB_42,2.0,210.0
S000001385,2021-01-30,shop_25,TAB_43,2.0,300.0
S000001386,2021-01-29,shop_26,CHA_44,1.0,60.0
S000001387,2021-01-28,shop_27,BED_45,1.0,150.0
S000001388,2021-01-27,shop_28,BED_46,1.0,300.0
S000001389,2021-01-26,shop_29,BED_47,4.0,395.0
S000001390,2021-01-25,shop_30,BED_48,1.0,440.0
S000001391,2021-01-24,shop_31,TSH_49,1.0,20.0
S000001392,2021-01-23,shop_32,TSH_50,1.0,20.0
S000001393,2021-01-22,shop_33,TSH_51,2.0,22.0
S000001394,2021-01-21,shop_34,TSH_52,1.0,24.0
S000001395,2021-01-20,shop_35,TSH_53,3.0,24.0
S000001396,2021-01-19,shop_36,HOO_54,1.0,45.0
S000001397,2021-01-18,shop_37,HOO_55,2.0,48.0
S000001398,2021-01-17,shop_38,HOO_56,2.0,49.0
S000001399,2021-01-16,shop_39,SHO_57,1.0,60.0
S000001400,2021-01-15,shop_0,SHO_58,1.0,60.0
S000001401,2021-01-14,shop_1,SHO_59,1.0,60.0
S000001402,2021-01-13,shop_2,SHO_60,4.0,60.0
S000001403,2021-01-12,shop_3,TAB_0,1.0,210.0
S000001404,2021-01-11,shop_4,TAB_1,1.0,300.0
S000001405,2021-01-10,shop_5,CHA_2,1.0,60.0
S000001406,2021-01-09,shop_6,BED_3,2.0,150.0
S000001407,2021-01-08,shop_7,BED_4,1.0,300.0
S000001408,2021-01-07,shop_8,BED_5,3.0,395.0
S000001409,2021-01-06,shop_9,BED_6,1.0,440.0
S000001410,2021-02-04,shop_10,TSH_7,2.0,20.0
S000001411,2021-02-03,shop_11,TSH_8,2.0,20.0
S000001412,2021-02-02,shop_12,TSH_9,1.0,22.0
S000001413,2021-02-01,shop_13,TSH_10,1.0,24.0
S000001414,2021-01-31,shop_14,TSH_11,1.0,24.0
S000001415,2021-01-30,shop_15,HOO_12,4.0,45.0
S000001416,2021-01-29,shop_16,HOO_13,1.0,48.0
S000001417,2021-01-28,shop_17,HOO_14,1.0,49.0
S000001418,2021-01-27,shop_18,SHO_15,1.0,60.0
S000001419,2021-01-26,shop_19,SHO_16,2.0,60.0
S000001420,2021-01-25,shop_20,SHO_17,1.0,60.0
S000001421,2021-01-24,shop_21,SHO_18,3.0,60.0
S000001422,2021-01-23,shop_22,SHO_19,1.0,60.0
S000001423,2021-01-22,shop_23,SHO_20,2.0,60.0
S000001424,2021-01-21,shop_24,TAB_21,2.0,210.0
S000001425,2021-01-20,shop_25,TAB_22,1.0,300.0
S000001426,2021-01-19,shop_26,CHA_23,1.0,60.0
S000001427,2021-01-18,shop_27,BED_24,1.0,150.0
S000001428,2021-01-17,shop_28,BED_25,4.0,300.0
S000001429,2021-01-16,shop_29,BED_26,1.0,395.0
S000001430,2021-01-15,shop_30,BED_27,1.0,440.0
S000001431,2021-01-14,shop_31,TSH_28,1.0,20.0
S000001432,2021-01-13,shop_32,TSH_29,2.0,20.0
S000001433,2021-01-12,shop_33,TSH_30,1.0,22.0
S000001434,2021-01-11,shop_34,TSH_31,3.0,24.0
S000001435,2021-01-10,shop_35,TSH_32,1.0,24.0
S000001436,2021-01-09,shop_36,HOO_33,2.0,45.0
S000001437,2021-01-08,shop_37,HOO_34,2.0,48.0
S000001438,2021-01-07,shop_38,HOO_35,1.0,49.0
S000001439,2021-01-06,shop_39,SHO_36,1.0,60.0
S000001440,2021-02-04,shop_0,SHO_37,1.0,60.0
S000001441,2021-02-03,shop_1,SHO_38,4.0,60.0
S000001442,2021-02-02,shop_2,SHO_39,1.0,60.0
S000001443,2021-02-01,shop_3,SHO_40,1.0,60.0
S000001444,2021-01-31,shop_4,SHO_41,1.0,60.0
S000001445,2021-01-30,shop_5,TAB_42,2.0,210.0
S000001446,2021-01-29,shop_6,TAB_43,1.0,300.0
S000001447,2021-01-28,shop_7,CHA_44,3.0,60.0
S000001448,2021-01-27,shop_8,BED_45,1.0,150.0
S000001449,2021-01-26,shop_9,BED_46,2.0,300.0
S000001450,2021-01-25,shop_10,BED_47,2.0,395.0
S000001451,2021-01-24,shop_11,BED_48,1.0,440.0
S000001452,2021-01-23,shop_12,TSH_49,1.0,20.0
S000001453,2021-01-22,shop_13,TSH_50,1.0,20.0
S000001454,2021-01-21,shop_14,TSH_51,4.0,22.0
S000001455,2021-01-20,shop_15,TSH_52,1.0,24.0
S000001456,2021-01-19,shop_16,TSH_53,1.0,24.0
S000001457,2021-01-18,shop_17,HOO_54,1.0,45.0
S000001458,2021-01-17,shop_18,HOO_55,2.0,48.0
S000001459,2021-01-16,shop_19,HOO_56,1.0,49.0
S000001460,2021-01-15,shop_20,SHO_57,3.0,60.0
S000001461,2021-01-14,shop_21,SHO_58,1.0,60.0
S000001462,2021-01-13,shop_22,SHO_59,2.0,60.0
S000001463,2021-01-12,shop_23,SHO_60,2.0,60.0
S000001464,2021-01-11,shop_24,TAB_0,1.0,210.0
S000001465,2021-01-10,shop_25,TAB_1,1.0,300.0
S000001466,2021-01-09,shop_26,CHA_2,1.0,60.0
S000001467,2021-01-08,shop_27,BED_3,4.0,150.0
S000001468,2021-01-07,shop_28,BED_4,1.0,300.0
S000001469,2021-01-06,shop_29,BED_5,1.0,395.0
S000001470,2021-02-04,shop_30,BED_6,1.0,440.0
S000001471,2021-02-03,shop_31,TSH_7,2.0,20.0
S000001472,2021-02-02,shop_32,TSH_8,1.0,20.0
S000001473,2021-02-01,shop_33,TSH_9,3.0,22.0
S000001474,2021-01-31,shop_34,TSH_10,1.0,24.0
S000001475,2021-01-30,shop_35,TSH_11,2.0,24.0
S000001476,2021-01-29,shop_36,HOO_12,2.0,45.0
S000001477,2021-01-28,shop_37,HOO_13,1.0,48.0
S000001478,2021-01-27,shop_38,HOO_14,1.0,49.0
S000001479,2021-01-26,shop_39,SHO_15,1.0,60.0
S000001480,2021-01-25,shop_0,SHO_16,4.0,60.0
S000001481,2021-01-24,shop_1,SHO_17,1.0,60.0
S000001482,2021-01-23,shop_2,SHO_18,1.0,60.0
S000001483,2021-01-22,shop_3,SHO_19,1.0,60.0
S000001484,2021-01-21,shop_4,SHO_20,2.0,60.0
S000001485,2021-01-20,shop_5,TAB_21,1.0,210.0
S000001486,2021-01-19,shop_6,TAB_22,3.0,300.0
S000001487,2021-01-18,shop_7,CHA_23,1.0,60.0
S000001488,2021-01-17,shop_8,BED_24,2.0,150.0
S000001489,2021-01-16,shop_9,BED_25,2.0,300.0
S000001490,2021-01-15,shop_10,BED_26,1.0,395.0
S000001491,2021-01-14,shop_11,BED_27,1.0,440.0
S000001492,2021-01-13,shop_12,TSH_28,1.0,20.0
S000001493,2021-01-12,shop_13,TSH_29,4.0,20.0
S000001494,2021-01-11,shop_14,TSH_30,1.0,22.0
S000001495,2021-01-10,shop_15,TSH_31,1.0,24.0
S000001496,2021-01-09,shop_16,TSH_32,1.0,24.0
S000001497,2021-01-08,shop_17,HOO_33,2.0,45.0
S000001498,2021-01-07,shop_18,HOO_34,1.0,48.0
S000001499,2021-01-06,shop_19,HOO_35,3.0,49.0
S000001500,2021-02-04,shop_20,SHO_36,1.0,60.0
S000001501,2021-02-03,shop_21,SHO_37,2.0,60.0
S000001502,2021-02-02,shop_22,SHO_38,2.0,60.0
S000001503,2021-02-01,shop_23,SHO_39,1.0,60.0
S000001504,2021-01-31,shop_24,SHO_40,1.0,60.0
S000001505,2021-01-30,shop_25,SHO_41,1.0,60.0
S000001506,2021-01-29,shop_26,TAB_42,4.0,210.0
S000001507,2021-01-28,shop_27,TAB_43,1.0,300.0
S000001508,2021-01-27,shop_28,CHA_44,1.0,60.0
S000001509,2021-01-26,shop_29,BED_45,1.0,150.0
S000001510,2021-01-25,shop_30,BED_46,2.0,300.0
S000001511,2021-01-24,shop_31,BED_47,1.0,395.0
S000001512,2021-01-23,shop_32,BED_48,3.0,440.0
S000001513,2021-01-22,shop_33,TSH_49,1.0,20.0
S000001514,2021-01-21,shop_34,TSH_50,2.0,20.0
S000001515,2021-01-20,shop_35,TSH_51,2.0,22.0
S000001516,2021-01-19,shop_36,TSH_52,1.0,24.0
S000001517,2021-01-18,shop_37,TSH_53,1.0,24.0
S000001518,2021-01-17,shop_38,HOO_54,1.0,45.0
S000001519,2021-01-16,shop_39,HOO_55,4.0,48.0
